name,address,phone,website,rating,total_reviews,price_level,business_status,types,place_id,query_used,scraped_at
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,property companies,2025-09-17T17:01:04.107776
Lionsgate Property Management,"14-16 Dowgate Hill, London EC4R 2SU, UK",020 3053 6704,http://lionsgate-property.com/,4.3,162,,OPERATIONAL,,ChIJKVJDsVADdkgR78Jlr3FmkoI,property companies,2025-09-17T17:01:04.266072
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property companies,2025-09-17T17:01:04.486303
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property companies,2025-09-17T17:01:04.635067
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property companies,2025-09-17T17:01:04.792225
Eazy 2 Let,"456c Romford Rd, London E7 8DF, UK",020 8503 5666,,4.5,80,,OPERATIONAL,,ChIJqzgAwren2EcRiWovyhnV_ZQ,property companies,2025-09-17T17:01:05.004123
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,property companies,2025-09-17T17:01:05.169821
Alexander Property Management Ltd,"70 Wood St, London E17 3HT, UK",020 8501 1489,http://www.alexanderproperty.co.uk/,4.8,19,,OPERATIONAL,,ChIJD2ukkPkddkgRarYbeILR6jI,property companies,2025-09-17T17:01:05.323280
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property companies,2025-09-17T17:01:05.534949
The Property Company,"143 Tottenham Ln, London N8 9BJ, UK",020 8348 8833,http://www.thepropertycompany.co.uk/,4.2,561,,OPERATIONAL,,ChIJlRgM7MEbdkgRxyXmtMBCKok,property companies,2025-09-17T17:01:05.762168
Prime Finders Limited,"141 Cavendish Gardens, London, Barking IG11 9DY, UK",020 7101 4930,http://www.primefinders.co.uk/,4.9,65,,OPERATIONAL,,ChIJVVXM79Cl2EcR4S5IK1MppZU,property companies,2025-09-17T17:01:05.960691
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property companies,2025-09-17T17:01:06.122035
Sequoia Homes,"555-557 Cranbrook Rd, Gants Hill, Ilford IG2 6HE, UK",020 3780 7692,http://www.sequoiahomes.co.uk/,4.1,76,,OPERATIONAL,,ChIJQ3XFQ_QddkgRtddm5OrNLhs,property companies,2025-09-17T17:01:06.324761
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,property companies,2025-09-17T17:01:06.471964
Icon Properties,"Central House, 103 Central Park Rd, London E6 3DW, UK",020 8472 0000,http://www.iconproperties.co.uk/,4.7,19,,OPERATIONAL,,ChIJJYuw0PcPdkgRVR5FCKDT2j0,property companies,2025-09-17T17:01:06.632712
base property specialists - London's experts at letting & property management,"3 Garden Walk, London EC2A 3EQ, UK",020 7033 1901,https://www.baseps.co.uk/,5.0,105,,OPERATIONAL,,ChIJS-fnqrocdkgRDwdKmsYYOkw,property companies,2025-09-17T17:01:06.789316
Raj Properties Limited,"12 Green St, London E7 8BZ, UK",020 8472 6869,https://ajayajay6.wixsite.com/raj-home,4.3,38,,OPERATIONAL,,ChIJxXvoM7un2EcRFFncepENkx4,property companies,2025-09-17T17:01:06.950831
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,property firms,2025-09-17T17:01:07.676208
Harvey W James,"F1, 415 High St, London E15 4QZ, UK",020 3865 1500,https://www.harveywjames.com/,5.0,211,,OPERATIONAL,,ChIJE3YRc4qn2EcROhAhS9q0jMA,property firms,2025-09-17T17:01:07.840227
Stirling and Co Residential,"29 Upton Ln, London E7 9PA, UK",020 8548 0449,http://www.stirlingco.com/,4.9,30,,OPERATIONAL,,ChIJI0VPZf6n2EcReWOlW3f9gn8,property firms,2025-09-17T17:01:07.994104
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property firms,2025-09-17T17:01:08.193951
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property firms,2025-09-17T17:01:08.350319
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,property firms,2025-09-17T17:01:08.511744
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property firms,2025-09-17T17:01:08.711894
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property firms,2025-09-17T17:01:08.862447
Goldman Greg Estate Agency & Housing Management Services,"143 Leman St, London E1 8EY, UK",020 7977 0018,http://www.goldmangreg.co.uk/,4.9,156,,OPERATIONAL,,ChIJQf4uGHMDdkgRNiqYLkKScEE,property firms,2025-09-17T17:01:09.029629
Markand & Co Solicitors LLP,"6 - 8 Woodford Rd, London E7 0HA, UK",020 8470 1422,http://www.markandsolicitors.co.uk/,4.9,244,,OPERATIONAL,,ChIJp0NLmbmn2EcRNtM-I89GjRg,property firms,2025-09-17T17:01:09.276315
Norman H Barnett,"397 Barking Rd, London E6 2JT, UK",020 8471 2112,http://www.normanhbarnett.co.uk/,4.8,282,,OPERATIONAL,,ChIJadJY-Dam2EcRvYzZVR0wClg,property firms,2025-09-17T17:01:09.472022
McDowalls,"54-56 Barking Rd, London E6 3BP, UK",020 8472 4422,http://www.mcdowalls.com/,4.3,107,,OPERATIONAL,,ChIJi6FkrM6n2EcRDzxtO0ap6Y4,property firms,2025-09-17T17:01:09.626082
Imperial Dragon Property Management,"30 Churchill Pl, London E14 5RE, UK",020 7096 0964,http://www.imperialdragonproperty.com/,4.4,39,,OPERATIONAL,,ChIJDYHOJcwEdkgRiVHRULwdLFM,property firms,2025-09-17T17:01:09.783088
Adam Bernard Solicitors,"25 Barking Rd, London E6 1PW, UK",020 7100 0505,https://www.adambernards.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business+-+East+Ham,4.7,609,,OPERATIONAL,,ChIJRyTmzM6n2EcR_0aroBVqMO0,property firms,2025-09-17T17:01:09.980949
T J Miller,"148 Plashet Rd, London E13 0QS, UK",020 8514 7788,https://uklocation.org/business/t-j-miller-af90v0,4.8,64,,OPERATIONAL,,ChIJx_eB9Lin2EcRJKlUfqzEkB0,property firms,2025-09-17T17:01:10.136687
MyPIPS Ltd,"Expressway Studio I.I, 1 Dock Rd, London E16 1AH, UK",020 3916 5916,https://mypips.co.uk/,5.0,64,,OPERATIONAL,,ChIJFT_DGKup2EcRnF5MNqqFiR4,property firms,2025-09-17T17:01:10.334633
Alico Property Consultants,"151 Plashet Rd, London E13 0RA, UK",020 8552 3325,http://www.alicoproperty.com/,4.0,2,,OPERATIONAL,,ChIJEWOCy7in2EcR-_sh2c8lg4k,property firms,2025-09-17T17:01:10.489075
Charron Properties,"25 Cabot Sq, London E14 4QZ, UK",07511 674155,http://www.charron.co.uk/,4.9,50,,OPERATIONAL,,ChIJHUGipdOt2EcR4YCT-O_JVdI,property firms,2025-09-17T17:01:10.777097
Thinq Homes,"130 Plashet Rd, London E13 0QS, UK",020 8548 4007,http://www.thinqhomes.com/,4.9,48,,OPERATIONAL,,ChIJNa2v7Lin2EcRha2cKYlJjpE,property firms,2025-09-17T17:01:10.925809
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,property firms,2025-09-17T17:01:11.073413
The Property Professionals,"Suite 28, Woodford Business Centre, 113-115 George Ln, London E18 1AB, UK",07970 797809,https://the-property-professionals.ueniweb.com/?utm_campaign=gmb,5.0,2,,OPERATIONAL,,ChIJof8L08Cn2EcRsjtBUmOELMA,property professionals,2025-09-17T17:01:11.601956
The Guild of Property Professionals,"121 Park Ln, London W1K 7AG, UK",020 7629 4141,http://www.guildproperty.co.uk/,4.8,105,,OPERATIONAL,,ChIJaSLEd15w2EcRqMS9WJKBqj0,property professionals,2025-09-17T17:01:11.822743
Professional Homes Limited,"St Mary's Ave, Bromley BR2 0PU, UK",020 3005 6450,http://www.professionalhomes.co.uk/,4.9,29,,OPERATIONAL,,ChIJSw8P6fiq2EcRozYnkq4pNyM,property professionals,2025-09-17T17:01:12.007956
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property professionals,2025-09-17T17:01:12.163892
The Property Expert,"STC House, 7 Elmfield Park, Bromley BR1 1LT, UK",07884 187114,http://www.thepropertyxp.com/,4.9,59,,OPERATIONAL,,ChIJhfOZhner2EcRckEt58v6P1w,property professionals,2025-09-17T17:01:12.379660
Shan Properties (UK) Ltd,"61 Plashet Grove, London E6 1AD, UK",020 8472 9993,https://shanproperties.co.uk/,4.7,332,,OPERATIONAL,,ChIJy418xren2EcRRyWx6ahlYDI,property professionals,2025-09-17T17:01:12.537269
base property specialists - London's experts at letting & property management,"3 Garden Walk, London EC2A 3EQ, UK",020 7033 1901,https://www.baseps.co.uk/,5.0,105,,OPERATIONAL,,ChIJS-fnqrocdkgRDwdKmsYYOkw,property professionals,2025-09-17T17:01:12.698461
THE REAL PROPERTY EXPERTS,"18 Bouverie Pl, Tyburnia, London W2 1RD, UK",020 7723 2393,https://www.trpe.co.uk/,4.5,49,,OPERATIONAL,,ChIJAQBQwTQFdkgRbqLmnEupDPc,property professionals,2025-09-17T17:01:12.927799
Capricorn Property,"39, The Lock Bldg, 72-74 High St, London E15 2QB, UK",020 8534 4500,https://www.capricornproperty.com/,4.2,34,,OPERATIONAL,,ChIJIWbA8VwddkgRcyo8SXHHAhU,property professionals,2025-09-17T17:01:13.117691
London Property Management,"25 Cabot Sq, London E14 4QA, UK",020 3051 8689,http://www.ldn-pm.co.uk/,1.0,1,,OPERATIONAL,,ChIJ7d8dzagFdkgRTkp9XTYni9U,property professionals,2025-09-17T17:01:13.294502
Hunters Estate & Letting Agents Plaistow,"272 Barking Rd, London E13 8HR, UK",020 7474 2345,https://www.hunters.com/office/plaistow?utm_source=google&utm_medium=local,4.6,190,,OPERATIONAL,,ChIJfyPNUuGn2EcRjyl-qGgxZYg,property professionals,2025-09-17T17:01:13.441438
Hub Of Homes,"35 Longbridge Rd, Barking IG11 8TN, UK",020 3921 2000,https://www.hubofhomes.com/,5.0,34,,OPERATIONAL,,ChIJjS3BxAun2EcRokCG7IGxdMk,property professionals,2025-09-17T17:01:13.637937
Payne & Co,"151 Cranbrook Rd, Cranbrook, Ilford IG1 4TA, UK",020 8518 3000,http://www.payneandco.co.uk/,4.6,255,,OPERATIONAL,,ChIJZZcfgfSm2EcRyZ4EvKksXvE,property professionals,2025-09-17T17:01:13.829762
Property Professionals,"117 Hammersmith Rd, London W54 7BD, UK",07451 215022,http://propertyhubpro.com/,0.0,0,,OPERATIONAL,,ChIJL__uEcAPdkgRJrLsm_3nYPU,property professionals,2025-09-17T17:01:13.995563
