name,address,phone,website,rating,total_reviews,price_level,business_status,types,place_id,query_used,scraped_at
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property sales,2025-09-17T17:00:15.573365
Barrain London Estate Agents,"10 Mahindra Wy., London E6 5AQ, UK",020 3780 7991,https://barrain.co.uk/,5.0,24,,OPERATIONAL,,ChIJwYW5OGyn2EcRh5vJq4JhUjo,property sales,2025-09-17T17:00:15.753391
SMART LINK ESTATES,"89 Vicarage Ln, London E15 4HG, UK",020 7100 0999,http://www.smartlinkestates.com/,4.6,46,,OPERATIONAL,,ChIJP4Q2e82n2EcRJZ9xMpJz_yc,property sales,2025-09-17T17:00:15.932435
Estates East,"185 Francis Rd, London E10 6NQ, UK",020 8539 4213,https://www.estateseast.co.uk/,4.7,60,,OPERATIONAL,,ChIJMxdaJYQddkgRJnsdkunLaLY,property sales,2025-09-17T17:00:16.145307
Reeds Rains Estate Agents Plaistow,"286 Barking Rd, London E13 8HR, UK",020 7474 9157,https://www.reedsrains.co.uk/estate-agent/plaistow?utm_source=google_my_business&utm_medium=organic&utm_campaign=RPLAI1,4.5,190,,OPERATIONAL,,ChIJLbUSTeGn2EcRK6GxMPi8mrw,property sales,2025-09-17T17:00:16.375213
Findlay Property,"73 Broadway Market, London E8 4PH, UK",020 7254 9444,http://www.findprop.co.uk/,4.8,64,,OPERATIONAL,,ChIJqd1sSegcdkgRR8bZOjwS2tc,property sales,2025-09-17T17:00:16.575445
Maybury Estates Sales and Letting Agents Barking & Dagenham,"Suite 13, Stewart House, 56 Longbridge Rd, Barking IG11 8RT, UK",020 7018 0660,http://www.mayburyestates.co.uk/,4.6,30,,OPERATIONAL,,ChIJhYYulSun2EcR2--PkGwQOr8,property sales,2025-09-17T17:00:16.771985
Romans & Partners - Canary Wharf,"40 Bank St, London E14 5NR, UK",020 3880 9244,http://romansandpartners.com/,5.0,89,,OPERATIONAL,,ChIJ3xYUs0ADdkgREME76DcDxzk,property sales,2025-09-17T17:00:16.971539
"Madison Brook, Docklands","Royal Victoria Dock, 20 Western Gateway, London E16 1BS, UK",020 3946 6000,http://www.madisonbrook.com/,4.6,239,,OPERATIONAL,,ChIJG43IGQyo2EcRREeJ8Cyn8VE,property sales,2025-09-17T17:00:17.156923
Victor Michael Sales And Lettings Estate Agents in Stratford / East London,"74 Leytonstone Rd, London E15 1SQ, UK",020 8519 2000,http://www.victormichael.com/,4.6,217,,OPERATIONAL,,ChIJRxJChoan2EcR8tzckAXZYpM,property sales,2025-09-17T17:00:17.424046
RNS Homes,"17 Boundary Rd, London E13 9PS, UK",020 3026 4428,https://rns-homes.com/,4.8,26,,OPERATIONAL,,ChIJd0fVRqyn2EcReWenpLgl9M0,property sales,2025-09-17T17:00:17.966663
Xchange Sales & Lettings Limited,"164 Cranbrook Rd, Cranbrook, Ilford IG1 4NR, UK",020 8553 1444,https://ukmaplocation.org/business/xchange-sales-lettings-limited-31t7ak,3.9,67,,OPERATIONAL,,ChIJe4TnhPSm2EcR8fG9vOB7EZQ,property sales,2025-09-17T17:00:18.151411
Murray Lee McKenzie - Sales - Lettings & Management,"22 Albert Rd, Belvedere DA17 5LJ, UK",01322 947967,http://www.mlmestateagents.co.uk/,4.8,58,,OPERATIONAL,,ChIJ4SjxA9-v2EcRUKU4dM-6vqY,property sales,2025-09-17T17:00:18.370722
Whozoo,"Unit 2, 2 Delacourt Rd, London SE3 8XA, UK",0333 200 8330,http://www.whozoo.co.uk/,4.8,55,,OPERATIONAL,,ChIJefqUX40FdkgRky8Cu2JQIfo,property sales,2025-09-17T17:00:18.563990
Your Move Estate Agents Forest Gate,"176-177 Forest Ln, London E7 9BB, UK",020 8534 1147,https://www.your-move.co.uk/estate-agent/forest-gate?utm_source=google_my_business&utm_medium=organic&utm_campaign=YME79BB,4.7,149,,CLOSED_TEMPORARILY,,ChIJJ2Uai5in2EcRxZNgRXdDgDw,property sales,2025-09-17T17:00:18.766625
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property lettings,2025-09-17T17:00:19.327125
T J Miller,"148 Plashet Rd, London E13 0QS, UK",020 8514 7788,https://uklocation.org/business/t-j-miller-af90v0,4.8,64,,OPERATIONAL,,ChIJx_eB9Lin2EcRJKlUfqzEkB0,property lettings,2025-09-17T17:00:19.566107
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,property lettings,2025-09-17T17:00:19.713226
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property lettings,2025-09-17T17:00:19.861770
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,property lettings,2025-09-17T17:00:20.079726
Hunters Estate & Letting Agents Plaistow,"272 Barking Rd, London E13 8HR, UK",020 7474 2345,https://www.hunters.com/office/plaistow?utm_source=google&utm_medium=local,4.6,190,,OPERATIONAL,,ChIJfyPNUuGn2EcRjyl-qGgxZYg,property lettings,2025-09-17T17:00:20.232086
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property lettings,2025-09-17T17:00:20.444107
All Seasons Lettings & Management - London's Multi award winning Guaranteed Rent Specialist,"538 High St N, London E12 6QN, UK",020 8478 9992,http://www.allseasonslettings.co.uk/,4.4,300,,OPERATIONAL,,ChIJo4l82cwcdkgRau0uIGJo9VA,property lettings,2025-09-17T17:00:20.608256
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,property lettings,2025-09-17T17:00:20.771024
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property lettings,2025-09-17T17:00:20.922355
Easymove Estate and Letting Agents | East London,"161 High St N, London E6 1JB, UK",020 8470 0007,http://www.easymoveea.com/,4.6,308,,OPERATIONAL,,ChIJwUPrSEqm2EcRbZv5UCaL6sA,property lettings,2025-09-17T17:00:21.124773
haart Estate and Lettings Agents East Ham,"219 High St N, London E6 1JG, UK",020 4512 8365,https://www.haart.co.uk/branch-finder/east-ham-estate-agents/?utm_source=organic_gmb&utm_medium=organic&referrer=organic_gmb&y_source=1_MzQ0NjU5ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.7,685,,OPERATIONAL,,ChIJdfLUu0um2EcRF9jUB8eDMi4,property lettings,2025-09-17T17:00:21.276784
Samuel King Estate Agents,"Londis Supermarket, 143 Barking Rd, London E16 4HQ, UK",020 7474 6000,http://www.samuelking.co.uk/,3.9,52,,OPERATIONAL,,ChIJPU43Lv2n2EcR4fmerqtp7A4,property lettings,2025-09-17T17:00:21.435620
"Albany Property Management, Letting & Estate Agents in Plaistow","14 High St, London E13 0AJ, UK",020 8471 9393,https://www.albanyresidential.com/contact.aspx?menuID=11?utm_source=localmaps&utm_medium=gbp&utm_campaign=plaistow,3.7,39,,OPERATIONAL,,ChIJ14zlkumn2EcReCBW2bnhxto,property lettings,2025-09-17T17:00:21.676402
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,property lettings,2025-09-17T17:00:21.839489
Portico Letting Agents in Stratford,"ST. Johns House, 2 Romford Rd, London E15 4BF, UK",020 8221 4444,https://www.portico.com/our-offices/stratford/?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_stratford,4.3,360,,OPERATIONAL,,ChIJu3XkZomn2EcREozd3c6GvcE,property lettings,2025-09-17T17:00:22.026419
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property lettings,2025-09-17T17:00:22.185491
Harvey W James,"F1, 415 High St, London E15 4QZ, UK",020 3865 1500,https://www.harveywjames.com/,5.0,211,,OPERATIONAL,,ChIJE3YRc4qn2EcROhAhS9q0jMA,property lettings,2025-09-17T17:00:22.343991
Shan Properties (UK) Ltd,"61 Plashet Grove, London E6 1AD, UK",020 8472 9993,https://shanproperties.co.uk/,4.7,332,,OPERATIONAL,,ChIJy418xren2EcRRyWx6ahlYDI,property lettings,2025-09-17T17:00:22.504604
Icon Properties,"Central House, 103 Central Park Rd, London E6 3DW, UK",020 8472 0000,http://www.iconproperties.co.uk/,4.7,19,,OPERATIONAL,,ChIJJYuw0PcPdkgRVR5FCKDT2j0,property lettings,2025-09-17T17:00:22.739898
Residential Land,"59-60 Grosvenor St, London W1K 3HZ, UK",020 7408 5155,http://www.residentialland.com/,4.8,73,,OPERATIONAL,,ChIJ4U8a9jEFdkgRoE2_NJlC7Ag,residential property,2025-09-17T17:00:23.452813
Life Residential Royal Wharf,"16 Royal Crest Ave., London E16 2TQ, UK",020 3846 3311,https://liferesidential.co.uk/contact-us/royal-wharf-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=royal-wharf,4.6,516,,OPERATIONAL,,ChIJ5YXnvW6o2EcRLWpCthhKKKY,residential property,2025-09-17T17:00:23.716770
London Residentials,"231 Barking Rd, London E6 1LB, UK",020 8470 5454,https://www.londonresidentials.co.uk/,4.5,2,,OPERATIONAL,,ChIJL-dfvzSm2EcRR3D9j_-Yu1c,residential property,2025-09-17T17:00:23.899940
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,residential property,2025-09-17T17:00:24.053275
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,residential property,2025-09-17T17:00:24.279707
Prime Residential,"1 King William St, London EC4N 7AF, UK",020 3874 2976,http://www.primeresidentialpm.com/,4.9,92,,OPERATIONAL,,ChIJU1hS1l0ddkgRxqFJSypyrYg,residential property,2025-09-17T17:00:24.489694
Residential Realtors Estate Agents,"28-30 Harper Rd, London SE1 6AD, UK",020 7096 8131,http://www.residentialrealtors.co.uk/,4.1,321,,OPERATIONAL,,ChIJJVRCgKAEdkgRz3W9BQVrAPM,residential property,2025-09-17T17:00:24.776653
Residential Property Management Group,"Unit 5 Sedgwick St, London E9 6AE, UK",020 3239 6063,https://www.residentialpropertymanagementgroup.co.uk/,3.9,7,,OPERATIONAL,,ChIJYzKw0TYddkgR9vMUkLHCm00,residential property,2025-09-17T17:00:24.961991
Life Residential Canary Wharf,"36 Millharbour, London E14 9JS, UK",020 3668 1033,https://liferesidential.co.uk/contact-us/canary-wharf-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=canary-wharf,4.6,1091,,OPERATIONAL,,ChIJRf7J6r4CdkgRW9NuXCplilc,residential property,2025-09-17T17:00:25.163851
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,residential property,2025-09-17T17:00:25.330382
Life Residential Greenwich,"6 Victoria Parade, London SE10 9FR, UK",020 8418 3609,https://liferesidential.co.uk/contact-us/greenwich-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=greenwich,4.7,463,,OPERATIONAL,,ChIJs_cBOI4CdkgR2zlKdqCjG4E,residential property,2025-09-17T17:00:25.524533
Abby Homes - Letting & Property Management Since 2012,"3 Pepper St, London E14 9RB, UK",020 7538 4411,http://www.abbyhomes.co.uk/,4.4,62,,OPERATIONAL,,ChIJbXa4ytsDdkgRZuflw4235rg,residential property,2025-09-17T17:00:25.684423
Spencer James Residential,"8a Hartlepool Ct, London E16 2RL, UK",020 7474 3636,http://www.spencer-james.co.uk/,4.4,191,,OPERATIONAL,,ChIJOYaiciEFdkgRzfvD9R7p9yY,residential property,2025-09-17T17:00:25.897328
Residential Links Estate Agents (Aldgate),"Duru House, 101 Commercial Rd, London E1 1RD, UK",020 7193 8040,http://www.residentiallinks.co.uk/,4.8,33,,OPERATIONAL,,ChIJSdPcytMFdkgRzUT61dtmWRc,residential property,2025-09-17T17:00:26.122949
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,residential property,2025-09-17T17:00:26.339286
Circa Residential Property Ltd,"144 George Ln, London E18 1AY, UK",020 8536 4480,http://www.circaproperty.co.uk/,3.4,56,,OPERATIONAL,,ChIJAbbtCTan2EcRVUsl1mgKZNQ,residential property,2025-09-17T17:00:26.523035
Reality Properties | Guaranteed Rents | Multi-Award Winning | Commercial & Residential,"9 The Broadway, Woodford, Woodford Green IG8 0HL, UK",020 3355 0908,http://realityproperties.co.uk/,5.0,81,,OPERATIONAL,,ChIJn_gyus-g2EcRciwIRj5vPbg,residential property,2025-09-17T17:00:26.726892
Campbell Residential,"66, Cannon Workshops, Cannon Dr, London E14 4AS, UK",020 7510 1004,http://campbellresidential.co.uk/,4.4,51,,OPERATIONAL,,ChIJxd0EgrwCdkgRetqh5yz4RU4,residential property,2025-09-17T17:00:26.940994
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,residential property,2025-09-17T17:00:27.092538
Goldman Greg Estate Agency & Housing Management Services,"143 Leman St, London E1 8EY, UK",020 7977 0018,http://www.goldmangreg.co.uk/,4.9,156,,OPERATIONAL,,ChIJQf4uGHMDdkgRNiqYLkKScEE,residential property,2025-09-17T17:00:27.249682
Countrywide Commercial | Commercial Property Agents in Essex,"Connaught House, Broomhill Rd, Woodford, Woodford Green IG8 0XR, UK",020 8506 9900,https://www.countrywidecomm.co.uk/?utm_source=localmaps&utm_medium=gbp&utm_campaign=Essex,4.9,53,,OPERATIONAL,,ChIJxxucYkCn2EcR6L7o_BBxcbk,commercial property,2025-09-17T17:00:27.996398
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,commercial property,2025-09-17T17:00:28.177112
Occupa Commercial Property Consultants Mayfair,"1-6 Yarmouth Pl, London W1J 7BU, UK",020 7100 7500,http://www.occupa.co.uk/,5.0,55,,OPERATIONAL,,ChIJFepCtCgFdkgRaMuWbC7AIBM,commercial property,2025-09-17T17:00:28.338528
Icon Properties,"Central House, 103 Central Park Rd, London E6 3DW, UK",020 8472 0000,http://www.iconproperties.co.uk/,4.7,19,,OPERATIONAL,,ChIJJYuw0PcPdkgRVR5FCKDT2j0,commercial property,2025-09-17T17:00:28.508268
Alex Martin Commercial,"Alpha House, 100 Borough High St, London SE1 1LB, UK",020 7100 2348,http://alexmartin.co.uk/,4.8,31,,OPERATIONAL,,ChIJ1dniaVkDdkgRYf77KJ2VG04,commercial property,2025-09-17T17:00:28.696625
Tuckerman Commercial Ltd,"14 Queen Anne's Gate, London SW1H 9AA, UK",020 7222 5511,http://www.tuckerman.co.uk/,5.0,10,,OPERATIONAL,,ChIJKYnOjcIEdkgRgWB8U__OA7w,commercial property,2025-09-17T17:00:28.961104
Victor Michael Sales And Lettings Estate Agents in Stratford / East London,"74 Leytonstone Rd, London E15 1SQ, UK",020 8519 2000,http://www.victormichael.com/,4.6,217,,OPERATIONAL,,ChIJRxJChoan2EcR8tzckAXZYpM,commercial property,2025-09-17T17:00:29.111658
Acorn Commercial & Development Division Bromley,"9 St Mark's Rd, Bromley BR2 9HG, UK",020 8315 5454,https://www.acorngroup.co.uk/commercial?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_commercial_bromley,4.9,79,,OPERATIONAL,,ChIJZWLnYWuq2EcRi4Oeams6nvo,commercial property,2025-09-17T17:00:29.299895
Whozoo,"Unit 2, 2 Delacourt Rd, London SE3 8XA, UK",0333 200 8330,http://www.whozoo.co.uk/,4.8,55,,OPERATIONAL,,ChIJefqUX40FdkgRky8Cu2JQIfo,commercial property,2025-09-17T17:00:29.534063
John Payne Commercial,"7 Hare and Billet Rd, Blackheath, London SE3 0RB, UK",020 8852 6125,http://www.johnpaynecommercial.com/,4.5,34,,OPERATIONAL,,ChIJUdAzJNSp2EcRsy5Yttxrnd0,commercial property,2025-09-17T17:00:29.722264
RNS Homes,"17 Boundary Rd, London E13 9PS, UK",020 3026 4428,https://rns-homes.com/,4.8,26,,OPERATIONAL,,ChIJd0fVRqyn2EcReWenpLgl9M0,commercial property,2025-09-17T17:00:29.875916
Nationwide Residential & Commercial,"200 High Rd, Woodford, Woodford Green IG8 9EF, UK",020 3096 1496,http://www.nrandc.co.uk/,4.6,18,,OPERATIONAL,,ChIJzVxA3LSg2EcRulBtlAlx8cM,commercial property,2025-09-17T17:00:30.070669
Acorn Commercial Division London,"120 Bermondsey St, London SE1 3TX, UK",020 7089 6555,https://www.acorngroup.co.uk/commercial?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_commercial_london,4.9,11,,OPERATIONAL,,ChIJX7xKsUQDdkgR915YTUHLPhs,commercial property,2025-09-17T17:00:30.255642
Greater London Commercial - Commercial Estate Agents (East London),"16 Wheatsheaf Rd, Romford RM1 2HD, UK",07886 584520,https://greaterlondoncommercial.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,5.0,5,,OPERATIONAL,,ChIJA8Vuhc2l2EcRRnBq554TAJw,commercial property,2025-09-17T17:00:30.530465
McDowalls,"54-56 Barking Rd, London E6 3BP, UK",020 8472 4422,http://www.mcdowalls.com/,4.3,107,,OPERATIONAL,,ChIJi6FkrM6n2EcRDzxtO0ap6Y4,commercial property,2025-09-17T17:00:30.726946
Claridges Commercial Property Consultants,"Connaught House, Broomhill Rd, Woodford, Woodford Green IG8 0XR, UK",020 8559 1122,http://www.claridges-commercial.co.uk/,4.1,47,,OPERATIONAL,,ChIJM5cz7reg2EcRfHG68lRF7wo,commercial property,2025-09-17T17:00:30.912280
Field & Sons Commercial,"54 Borough High St, London SE1 1XL, UK",020 7234 9639,https://www.fieldandsons.biz/,2.6,5,,OPERATIONAL,,ChIJWVqEOkYDdkgRPqRUrTR6yMU,commercial property,2025-09-17T17:00:31.158098
The Langham Estate - Commercial Property Management in London,"9A Margaret St, London W1W 8RJ, UK",020 7580 5656,https://langhamestate.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,5.0,2,,OPERATIONAL,,ChIJj7628yobdkgRFftnZ7MWjCs,commercial property,2025-09-17T17:00:31.350934
Stirling and Co Residential,"29 Upton Ln, London E7 9PA, UK",020 8548 0449,http://www.stirlingco.com/,4.9,30,,OPERATIONAL,,ChIJI0VPZf6n2EcReWOlW3f9gn8,commercial property,2025-09-17T17:00:31.581287
MJ Finn Commercial,"11 Devonshire Mews, Chiswick, London W4 2HA, UK",020 8995 5678,https://www.mjfinncommercial.co.uk/,4.6,37,,OPERATIONAL,,ChIJLyBJUkAOdkgRFuWwR4Ih6bk,commercial property,2025-09-17T17:00:31.765394
Flambard Williams,"30 Churchill Pl, London E14 5RE, UK",020 7183 0646,https://www.flambardwilliams.co.uk/,4.7,183,,OPERATIONAL,,ChIJCV5YLNTr2EcRYz3R-T5lj_g,property investment,2025-09-17T17:00:32.412219
Alesco Investment Properties Ltd,"Prospero House, 241 Borough High St, London SE1 1GA, UK",020 3819 7366,http://www.alescoproperty.com/,4.4,193,,OPERATIONAL,,ChIJmZ64XYYFdkgRtE9e8LHNkro,property investment,2025-09-17T17:00:32.628440
Gladfish Property,"125 Kingsway, London WC1V 7BF, UK",020 7923 6100,https://www.gladfish.com/,4.8,45,,OPERATIONAL,,ChIJM54PKHwRdkgRlM7y31URMmE,property investment,2025-09-17T17:00:32.816424
Track Capital,"30 Churchill Pl, London E14 5RE, UK",020 3627 3987,https://www.trackcapital.co.uk/,4.9,48,,OPERATIONAL,,ChIJk6XVVdcddkgR0Fz17YRnAr8,property investment,2025-09-17T17:00:33.002748
AJ investment management LTD,"324 Barking Rd, London E13 8HL, UK",07915 394595,https://ajlondonrentals.co.uk/,5.0,1,,OPERATIONAL,,ChIJd5k_nQ-n2EcRKoMARVx4LIQ,property investment,2025-09-17T17:00:33.217178
Invicta Investment Properties LTD,"Prospero House, 241 Borough High St, London SE1 1GA, UK",020 3911 5895,http://www.invictaproperty.com/,4.6,53,,OPERATIONAL,,ChIJn3FCaooDdkgRxexS4502gr8,property investment,2025-09-17T17:00:33.420414
RWinvest London,"46 New Broad St, London EC2M 1JH, UK",020 3889 0620,https://www.rw-invest.com/,4.4,154,,OPERATIONAL,,ChIJq6qqfUUDdkgR9CTagYVVSOU,property investment,2025-09-17T17:00:33.673055
Acorn Property Invest,"52 Park Rd, London N8 8SX, UK",020 3858 9881,http://www.acornpropertyinvest.com/,4.4,14,,OPERATIONAL,,ChIJxQCjlH8bdkgRQB0vCEN_2dE,property investment,2025-09-17T17:00:33.848084
1407 Properties Ltd - Property Investment Sourcing,"20-22 Wenlock Rd, London N1 7GU, UK",020 8050 3509,http://www.1407properties.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3529951587194181225,5.0,16,,OPERATIONAL,,ChIJzVFoUvctlCgRi-XPYeF85dM,property investment,2025-09-17T17:00:34.032794
Empty Property Hunters,"Mainyard Studios, 102 Rookery Ct, London E10 5FA, UK",020 3101 2627,https://www.emptypropertyhunters.co.uk/,5.0,100,,OPERATIONAL,,ChIJgSDsX_gbdkgRN0bPu2kxdj0,property investment,2025-09-17T17:00:34.274470
Thirlmere Deacon,"Lansdowne House, Berkeley Square, London W1J 6ER, UK",020 8044 0744,https://tdpropertyinvestment.com/,4.6,27,,OPERATIONAL,,ChIJV-na2yAbdkgRIs5Tl_iMrio,property investment,2025-09-17T17:00:34.476482
Best Property Investments,"International House, 24 Holborn Viaduct, London EC1A 2BN, UK",020 3916 5664,https://bestproperty.investments/,0.0,0,,OPERATIONAL,,ChIJt5H3GcgbdkgRsa3FlEKiBjU,property investment,2025-09-17T17:00:34.721598
Finlock Property Investment Ltd,"33 St James's Square, London SW1Y 4JS, UK",020 8095 0205,http://www.finlockproperty.com/,5.0,26,,OPERATIONAL,,ChIJ5Ta82ysFdkgRMT7dMIG6XZg,property investment,2025-09-17T17:00:34.954842
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property investment,2025-09-17T17:00:35.121037
Charles William Property Investment Ltd,"8 Devonshire Square, London EC2M 4PL, UK",020 8004 0880,http://www.charles-william.co.uk/,3.7,15,,OPERATIONAL,,ChIJEdoMsModdkgRPdaXp-8FJzo,property investment,2025-09-17T17:00:35.315535
My Property Organiser,"10 George St, London E14 9RS, UK",,http://www.mypropertyorganiser.com/,5.0,6,,OPERATIONAL,,ChIJlRAETm8n_CERkOGVwT8owQw,property investment,2025-09-17T17:00:35.500678
Red Cardinal Property Investment Limited,"33 Cavendish Square, London W1G 0PW, UK",020 3386 9750,http://redcardinal.co.uk/,5.0,15,,OPERATIONAL,,ChIJAws-h_QFdkgRs1L3kWUWKos,property investment,2025-09-17T17:00:35.772484
Hunter Jones Group,"Level 7, One, Canada Square, London E14 5AA, UK",020 7117 2913,https://www.hunterjonesgroup.com/,3.3,39,,OPERATIONAL,,ChIJI8OZZsACdkgRlQhamVvFoyA,property investment,2025-09-17T17:00:35.956827
Source Investments,"10 York Rd, London SE1 7DN, UK",020 8895 6128,http://www.sourceinvestments.com/,5.0,15,,OPERATIONAL,,ChIJLUyr5qQFdkgRjheFfp9hqk8,property investment,2025-09-17T17:00:36.138791
PLMD GROUP LTD,"30 Penny Brookes St, London E15 1GP, UK",07557 646000,https://plmdgroup.co.uk/,4.0,42,,OPERATIONAL,,ChIJyXmtwLum2EcRt2kjnWfUadw,property investment,2025-09-17T17:00:36.398332
Raj Properties Limited,"12 Green St, London E7 8BZ, UK",020 8472 6869,https://ajayajay6.wixsite.com/raj-home,4.3,38,,OPERATIONAL,,ChIJxXvoM7un2EcRFFncepENkx4,property development,2025-09-17T17:00:37.197319
TwelveTrees Park by Berkeley,"Sales & Marketing Suite, Manor Rd, London E15 3FQ, UK",020 3040 3280,https://www.berkeleygroup.co.uk/developments/london/west-ham/twelvetrees-park?utm_source=mybusiness&utm_medium=organic&utm_campaign=GMB,4.8,4,,OPERATIONAL,,ChIJp4YUSKen2EcRoE93k-rJJB0,property development,2025-09-17T17:00:37.457449
Knight Dragon,"level 9, 6 Mitre Passage, London SE10 0ER, UK",020 3713 6100,http://knightdragon.com/,4.1,56,,OPERATIONAL,,ChIJR8OIZRyo2EcR1HuHT33BGAk,property development,2025-09-17T17:00:37.640721
Selby Estates & Developments Ltd,"Suite, 3rd floor, 225 Marsh Wall, London E14 9FW, UK",020 7971 1219,http://selbyestates.info/,5.0,2,,OPERATIONAL,,ChIJB9t6UrsCdkgRKFhQKjVTWq4,property development,2025-09-17T17:00:37.873845
Kensington Dexter Property Development,"Pavilion Kensington | Offices & Members Club, 96 Kensington High St, London W8 4SG, UK",020 7795 6997,,5.0,10,,OPERATIONAL,,ChIJhQQn4PYPdkgRN_MRZkdVDS8,property development,2025-09-17T17:00:38.069178
Forge Hill Property Development,"Gemma House, 39 Lilestone St, London NW8 8SS, UK",01306 302313,https://www.forgehillpropertydevelopment.co.uk/,5.0,10,,OPERATIONAL,,ChIJvUo53UvpdUgRgpv0zcuJ17o,property development,2025-09-17T17:00:38.251809
UK Property Development,"The Stables, Woodlands, Goffs Oak, Waltham Cross EN7 5NF, UK",01707 515100,http://ukpropertydevelopment.com/,0.0,0,,OPERATIONAL,,ChIJmbJ_ee0hdkgR1sxuRiCxLL0,property development,2025-09-17T17:00:38.443977
Berkeley: Heron Wharf,"141 Leven Rd, Aberfeldy Village, London E14 0LL, UK",020 3326 2617,https://www.berkeleygroup.co.uk/developments/london/poplar/heron-wharf?utm_medium=organic&utm_source=google&utm_campaign=022214_hwgooglemybusiness,4.2,12,,OPERATIONAL,,ChIJB7OYNH4ddkgRXCjWFN7DR3Q,property development,2025-09-17T17:00:38.622215
London Property Developments,"57 Queens Rd, London E17 8QR, UK",020 8521 5819,,3.0,1,,OPERATIONAL,,ChIJA-zSu-oddkgRVhENaBW0hF8,property development,2025-09-17T17:00:38.802712
